ID,Address,Match,MatchType,MatchAddress,Lat,Long,RL,State,County,CountySubdiv,Block,BlockGroup,
3644,"504 DRUID, Charlottesville, VA, 22902",Match,Non_Exact,"504 DRUID AVE, CHARLOTTESVILLE, VA, 22902","-78.484886,38.021187",83405664,R,51,540,401,2000,515400004012000,
4975,"101 North BAKER, Charlottesville, VA, 22903",Match,Non_Exact,"101 N BAKER ST, CHARLOTTESVILLE, VA, 22903","-78.503,38.02592",83369283,L,51,540,501,2000,515400005012000,
3645,"504 East MARKET, Charlottesville, VA, 22902",No_Match,,,,,,,,,,0,
4976,"101 STUART, Charlottesville, VA, 22903",Tie,,,,,,,,,,0,
3646,"504 PARK, Charlottesville, VA, 22902",Tie,,,,,,,,,,0,
4977,"1010 BLUE RIDGE, Charlottesville, VA, 22903",Match,Non_Exact,"1010 BLUE RIDGE RD, CHARLOTTESVILLE, VA, 22903","-78.49446,38.051403",83406328,R,51,540,700,2015,515400007002015,
2319,"132 BAYLOR, Charlottesville, VA, 22902",Tie,,,,,,,,,,0,
3647,"504 STONEHENGE, Charlottesville, VA, 22902",Match,Non_Exact,"504 STONEHENGE AVE, CHARLOTTESVILLE, VA, 22902","-78.48567,38.02023",83370834,R,51,540,401,2000,515400004012000,
4978,"1010 WERTLAND, Charlottesville, VA, 22903",Match,Non_Exact,"1010 WERTLAND ST, CHARLOTTESVILLE, VA, 22903","-78.49431,38.03402",83405621,L,51,540,202,1019,515400002021019,
2318,"1318 HAMPTON B, Charlottesville, VA, 22902",Match,Non_Exact,"1318 HAMPTON ST, CHARLOTTESVILLE, VA, 22902","-78.47066,38.02039",83371242,R,51,540,402,3005,515400004023005,
3648,"505 2ND Northeast, Charlottesville, VA, 22902",Match,Non_Exact,"505 2ND ST NE, CHARLOTTESVILLE, VA, 22902","-78.47891,38.034485",83370676,L,51,540,1000,2008,515400010002008,
4979,"1010 WERTLAND 2B, Charlottesville, VA, 22903",Match,Non_Exact,"1010 WERTLAND ST, CHARLOTTESVILLE, VA, 22903","-78.49431,38.03402",83405621,L,51,540,202,1019,515400002021019,
4990,"1018 Grove, Charlottesville, VA, 22903",Match,Non_Exact,"1018 GROVE ST, CHARLOTTESVILLE, VA, 22903","-78.497475,38.029716",83369424,L,51,540,501,2005,515400005012005,
3660,"507 East MAIN, Charlottesville, VA, 22902",Match,Non_Exact,"507 E MAIN ST, CHARLOTTESVILLE, VA, 22902","-78.47831,38.029785",83406129,L,51,540,1000,1028,515400010001028,
4991,"1018 West MAIN, Charlottesville, VA, 22903",Match,Non_Exact,"1018 W MAIN ST, CHARLOTTESVILLE, VA, 22903","-78.495445,38.03274",83373738,L,51,540,202,1020,515400002021020,
3661,"507 RIDGE, Charlottesville, VA, 22902",Match,Non_Exact,"507 RIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.48696,38.027145",83406815,R,51,540,401,1017,515400004011017,
4992,"1019 FOREST HILLS, Charlottesville, VA, 22903",Match,Non_Exact,"1019 FOREST HILLS AVE, CHARLOTTESVILLE, VA, 22903","-78.49718,38.02535",83406638,R,51,540,501,2011,515400005012011,
3662,"507 STEWART, Charlottesville, VA, 22902",Match,Non_Exact,"507 STEWART ST, CHARLOTTESVILLE, VA, 22902","-78.46479,38.030727",83371155,R,51,540,302,1019,515400003021019,
4993,"1019 Page, Charlottesville, VA, 22903",Match,Non_Exact,"1019 PAGE ST, CHARLOTTESVILLE, VA, 22903","-78.494095,38.035465",83406620,R,51,540,202,1004,515400002021004,
1000,"2211 SHELBY, Charlottesville, VA, 22901",Match,Non_Exact,"2211 SHELBY DR, CHARLOTTESVILLE, VA, 22901","-78.49434,38.062366",83368666,L,51,540,800,4007,515400008004007,
2331,"1327 CHESAPEAKE, Charlottesville, VA, 22902",Match,Non_Exact,"1327 CHESAPEAKE ST, CHARLOTTESVILLE, VA, 22902","-78.46467,38.026653",83405915,L,51,540,302,2008,515400003022008,
2330,"1326 MONTICELLO, Charlottesville, VA, 22902",Match,Non_Exact,"1326 MONTICELLO RD, CHARLOTTESVILLE, VA, 22902","-78.47303,38.01998",639666572,L,51,540,402,3005,515400004023005,
2328,"1324 Willow St A, Charlottesville, VA, 22902",Match,Non_Exact,"1324 WILLOW DR, CHARLOTTESVILLE, VA, 22902","-78.46193,38.03461",83371465,R,51,540,302,1004,515400003021004,
2327,"1324 RIVERDALE A, Charlottesville, VA, 22902",Match,Non_Exact,"1324 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46109,38.034782",83371472,L,51,540,302,1004,515400003021004,
2326,"1323 East MARKET, Charlottesville, VA, 22902",No_Match,,,,,,,,,,0,
2325,"1322 Riverdale A, Charlottesville, VA, 22902",Match,Non_Exact,"1322 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46111,38.034798",83371472,L,51,540,302,1004,515400003021004,
2324,"1321 East MARKET, Charlottesville, VA, 22902",No_Match,,,,,,,,,,0,
2323,"1321 CHESAPEAKE, Charlottesville, VA, 22902",Match,Non_Exact,"1321 CHESAPEAKE ST, CHARLOTTESVILLE, VA, 22902","-78.46509,38.026825",83405915,L,51,540,302,2008,515400003022008,
2322,"1320 WILLOW, Charlottesville, VA, 22902",Match,Non_Exact,"1320 WILLOW DR, CHARLOTTESVILLE, VA, 22902","-78.46186,38.03466",83371465,R,51,540,302,1004,515400003021004,
2321,"1320 HAMPTON, Charlottesville, VA, 22902",Match,Non_Exact,"1320 HAMPTON ST, CHARLOTTESVILLE, VA, 22902","-78.47062,38.020363",83371242,R,51,540,402,3005,515400004023005,
3652,"506 2ND Northeast, Charlottesville, VA, 22902",Match,Non_Exact,"506 2ND ST NE, CHARLOTTESVILLE, VA, 22902","-78.47882,38.034637",83370676,R,51,540,1000,2017,515400010002017,
4983,"1015 CHERRY, Charlottesville, VA, 22903",Match,Non_Exact,"1015 CHERRY AVE, CHARLOTTESVILLE, VA, 22903","-78.4973,38.028408",83369559,R,51,540,501,2009,515400005012009,
3653,"506 MERIDIAN, Charlottesville, VA, 22902",Match,Non_Exact,"506 MERIDIAN ST, CHARLOTTESVILLE, VA, 22902","-78.474915,38.0243",83406903,L,51,540,402,2005,515400004022005,
4984,"1015 Massie, Charlottesville, VA, 22903",No_Match,,,,,,,,,,0,
3654,"506 RIDGE, Charlottesville, VA, 22902",Match,Non_Exact,"506 RIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.48695,38.02714",83406815,L,51,540,401,1018,515400004011018,
4985,"1015 PRESTON, Charlottesville, VA, 22903",Match,Non_Exact,"1015 PRESTON AVE, CHARLOTTESVILLE, VA, 22903","-78.492165,38.041332",83406529,L,51,540,201,2007,515400002012007,
3655,"506 RIDGE B, Charlottesville, VA, 22902",Match,Non_Exact,"506 RIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.48695,38.02714",83406815,L,51,540,401,1018,515400004011018,
4986,"1017 BIRDWOOD, Charlottesville, VA, 22903",Match,Non_Exact,"1017 BIRDWOOD RD, CHARLOTTESVILLE, VA, 22903","-78.4782,38.04398",83407089,L,51,540,1000,2001,515400010002001,
3656,"506 RIDGE C, Charlottesville, VA, 22902",Match,Non_Exact,"506 RIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.48695,38.02714",83406815,L,51,540,401,1018,515400004011018,
4987,"1017 FOREST HILLS, Charlottesville, VA, 22903",Match,Non_Exact,"1017 FOREST HILLS AVE, CHARLOTTESVILLE, VA, 22903","-78.49704,38.02535",83406638,R,51,540,501,2011,515400005012011,
3657,"506 ROCKLAND, Charlottesville, VA, 22902",Match,Non_Exact,"506 ROCKLAND AVE, CHARLOTTESVILLE, VA, 22902","-78.48589,38.0196",83370836,R,51,540,401,2000,515400004012000,
4988,"1017 GROVE C, Charlottesville, VA, 22903",Match,Non_Exact,"1017 GROVE ST, CHARLOTTESVILLE, VA, 22903","-78.497444,38.029736",83369424,R,51,540,501,2000,515400005012000,
3658,"507 8TH Northeast, Charlottesville, VA, 22902",Match,Non_Exact,"507 8TH ST NE, CHARLOTTESVILLE, VA, 22902","-78.474785,38.032528",620031771,L,51,540,1000,3006,515400010003006,
4989,"1017 PRESTON C, Charlottesville, VA, 22903",Match,Non_Exact,"1017 PRESTON AVE, CHARLOTTESVILLE, VA, 22903","-78.492165,38.041477",83406530,L,51,540,201,2002,515400002012002,
2329,"1326 East HIGH, Charlottesville, VA, 22902",No_Match,,,,,,,,,,0,
3659,"507 BAINBRIDGE, Charlottesville, VA, 22902",Match,Non_Exact,"507 BAINBRIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.4725,38.02328",83406910,L,51,540,402,1001,515400004021001,
3670,"509 NASSAU, Charlottesville, VA, 22902",Match,Non_Exact,"509 NASSAU ST, CHARLOTTESVILLE, VA, 22902","-78.46624,38.020535",83373783,R,51,540,402,3002,515400004023002,
3671,"509 PARK, Charlottesville, VA, 22902",Tie,,,,,,,,,,0,
3672,"510 ROCKLAND A, Charlottesville, VA, 22902",Match,Non_Exact,"510 ROCKLAND AVE, CHARLOTTESVILLE, VA, 22902","-78.485855,38.01958",83370836,R,51,540,401,2000,515400004012000,
3673,"511 1ST North, Charlottesville, VA, 22902",Match,Non_Exact,"511 1ST ST N, CHARLOTTESVILLE, VA, 22902","-78.47976,38.034565",83407198,L,51,540,1000,2007,515400010002007,
1011,"2220 WAYNE, Charlottesville, VA, 22901",Match,Non_Exact,"2220 WAYNE AVE, CHARLOTTESVILLE, VA, 22901","-78.497375,38.059525",83368682,L,51,540,800,4014,515400008004014,
2342,"1329 RIVERDALE 209, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1010,"2220 BANBURY, Charlottesville, VA, 22901",Match,Non_Exact,"2220 BANBURY ST, CHARLOTTESVILLE, VA, 22901","-78.46771,38.06081",83405667,R,51,540,800,1003,515400008001003,
2341,"1329 RIVERDALE 208, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
2340,"1329 Riverdale 207, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1008,"2218 WAYNE, Charlottesville, VA, 22901",Match,Non_Exact,"2218 WAYNE AVE, CHARLOTTESVILLE, VA, 22901","-78.49733,38.05957",83368682,L,51,540,800,4014,515400008004014,
2339,"1329 RIVERDALE 2, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1007,"2216 WILLIAMSBURG, Charlottesville, VA, 22901",Match,Non_Exact,"2216 WILLIAMSBURG RD, CHARLOTTESVILLE, VA, 22901","-78.47982,38.07983",83369775,R,51,3,10702,1000,5130107021000,
2338,"1329 RIVERDALE 109B, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1006,"2216 North BERKSHIRE B, Charlottesville, VA, 22901",Match,Non_Exact,"2216 N BERKSHIRE RD, CHARLOTTESVILLE, VA, 22901","-78.4961,38.060577",83368667,R,51,540,800,4007,515400008004007,
2337,"1329 Riverdale 109, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1005,"2215 COMMONWEALTH D, Charlottesville, VA, 22901",Match,Non_Exact,"2215 COMMONWEALTH DR, CHARLOTTESVILLE, VA, 22901","-78.49147,38.07085",83402029,L,51,3,10701,1005,5130107011005,
2336,"1329 RIVERDALE 108B, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1004,"2213 WAYNE, Charlottesville, VA, 22901",Match,Non_Exact,"2213 WAYNE AVE, CHARLOTTESVILLE, VA, 22901","-78.49721,38.05971",83368682,R,51,540,800,4016,515400008004016,
2335,"1329 RIVERDALE 10, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1003,"2213 DOMINION, Charlottesville, VA, 22901",Match,Non_Exact,"2213 DOMINION DR, CHARLOTTESVILLE, VA, 22901","-78.4824,38.078117",83375314,L,51,3,10702,1000,5130107021000,
2334,"1329 RIVERDALE 1, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1002,"2212 WAYNE, Charlottesville, VA, 22901",Match,Non_Exact,"2212 WAYNE AVE, CHARLOTTESVILLE, VA, 22901","-78.49719,38.059704",83368682,L,51,540,800,4014,515400008004014,
2333,"1329 RIVERDALE, Charlottesville, VA, 22902",Match,Non_Exact,"1329 RIVERDALE DR, CHARLOTTESVILLE, VA, 22902","-78.46107,38.034744",83371472,R,51,540,302,1006,515400003021006,
1001,"2212 BRANDYWINE, Charlottesville, VA, 22901",Match,Non_Exact,"2212 BRANDYWINE DR, CHARLOTTESVILLE, VA, 22901","-78.4749,38.065235",83370129,R,51,540,800,1000,515400008001000,
2332,"1328 LONG A, Charlottesville, VA, 22902",No_Match,,,,,,,,,,0,
3663,"508 7TH Northeast 1, Charlottesville, VA, 22902",Match,Non_Exact,"508 7TH ST NE, CHARLOTTESVILLE, VA, 22902","-78.475395,38.032722",83371006,R,51,540,1000,3006,515400010003006,
4994,"1019 PRESTON C, Charlottesville, VA, 22903",Match,Non_Exact,"1019 PRESTON AVE, CHARLOTTESVILLE, VA, 22903","-78.492165,38.041485",83406530,L,51,540,201,2002,515400002012002,
3664,"508 DRUID, Charlottesville, VA, 22902",Match,Non_Exact,"508 DRUID AVE, CHARLOTTESVILLE, VA, 22902","-78.48484,38.02117",83405664,R,51,540,401,2000,515400004012000,
4995,"102 14, Charlottesville, VA, 22903",No_Match,,,,,,,,,,0,
3665,"508 LEXINGTON, Charlottesville, VA, 22902",Match,Non_Exact,"508 LEXINGTON AVE, CHARLOTTESVILLE, VA, 22902","-78.472626,38.033253",639519976,R,51,540,1000,3010,515400010003010,
4996,"102 14TH Northwest, Charlottesville, VA, 22903",Match,Non_Exact,"102 14TH ST NW, CHARLOTTESVILLE, VA, 22903","-78.49958,38.034103",83369385,R,51,540,202,2006,515400002022006,
3666,"508 MEADE, Charlottesville, VA, 22902",Match,Non_Exact,"508 MEADE AVE, CHARLOTTESVILLE, VA, 22902","-78.46472,38.030518",83371156,R,51,540,302,2007,515400003022007,
4997,"102 7th Southwest 2, Charlottesville, VA, 22903",Match,Non_Exact,"102 7TH ST SW, CHARLOTTESVILLE, VA, 22903","-78.489716,38.03139",83406633,L,51,540,1000,1044,515400010001044,
3667,"508 RIDGE, Charlottesville, VA, 22902",Match,Non_Exact,"508 RIDGE ST, CHARLOTTESVILLE, VA, 22902","-78.48696,38.027122",83406815,L,51,540,401,1018,515400004011018,
4998,"102 7th St. NW, Charlottesville, VA, 22903",Match,Exact,"102 7TH ST NW, CHARLOTTESVILLE, VA, 22903","-78.48973,38.031513",83369517,R,51,540,1000,1040,515400010001040,
3668,"508 Stewart, Charlottesville, VA, 22902",Match,Non_Exact,"508 STEWART ST, CHARLOTTESVILLE, VA, 22902","-78.46519,38.031704",83371155,L,51,540,302,1021,515400003021021,
4999,"102 AMPHITHEATER, Charlottesville, VA, 22903",Match,Non_Exact,"102 AMPHITHEATER WAY, CHARLOTTESVILLE, VA, 22903","-78.506004,38.034225",83377081,R,51,3,10904,1006,5130109041006,
3669,"509 DRUID, Charlottesville, VA, 22902",Match,Non_Exact,"509 DRUID AVE, CHARLOTTESVILLE, VA, 22902","-78.48484,38.02118",83405664,L,51,540,401,2000,515400004012000,
1009,"2219 Wayne, Charlottesville, VA, 22901",Match,Non_Exact,"2219 WAYNE AVE, CHARLOTTESVILLE, VA, 22901","-78.49734,38.059574",83368682,R,51,540,800,4016,515400008004016,
3680,"511 1ST North 510, Charlottesville, VA, 22902",Match,Non_Exact,"511 1ST ST N, CHARLOTTESVILLE, VA, 22902","-78.47976,38.034565",83407198,L,51,540,1000,2007,515400010002007,
3681,"511 1ST ST N / HEDGE North, Charlottesville, VA, 22902",Match,Exact,"511 1ST ST N, CHARLOTTESVILLE, VA, 22902","-78.47976,38.034565",83407198,L,51,540,1000,2007,515400010002007,
3682,"511 AVON, Charlottesville, VA, 22902",Match,Non_Exact,"511 AVON ST, CHARLOTTESVILLE, VA, 22902","-78.478134,38.025764",83370890,R,51,540,401,1011,515400004011011,
3683,"511 CAROLINE, Charlottesville, VA, 22902",Match,Non_Exact,"511 CAROLINE AVE, CHARLOTTESVILLE, VA, 22902","-78.463646,38.030113",83371475,L,51,540,302,2007,515400003022007,
