282,1208 HOLMES,Charlottesville,VA,22901
283,1209 LANDONIA,Charlottesville,VA,22901
284,1209 PEN PARK,Charlottesville,VA,22901
285,1209 RIVER VISTA,Charlottesville,VA,22901
286,121 MIDDLESEX,Charlottesville,VA,22901
287,1210 HOLMES,Charlottesville,VA,22901
288,1210 RIVER VISTA,Charlottesville,VA,22901
289,1211 HOLMES,Charlottesville,VA,22901
290,1212 HOLMES,Charlottesville,VA,22901
291,1213 CHATHAM,Charlottesville,VA,22901
292,1214 St.George,Charlottesville,VA,22901
293,1215 AGNESE,Charlottesville,VA,22901
294,1215 BELLEVIEW,Charlottesville,VA,22901
295,1215 SEMINOLE,Charlottesville,VA,22901
296,1215 ST GEORGE,Charlottesville,VA,22901
297,1216 Holmes,Charlottesville,VA,22901
298,1216 HOLMES A,Charlottesville,VA,22901
299,1216 HOLMES B,Charlottesville,VA,22901
300,1216 SMITH,Charlottesville,VA,22901
301,1218 AGNESE,Charlottesville,VA,22901
302,1219 BELLEVIEW,Charlottesville,VA,22901
303,1219 HOLMES,Charlottesville,VA,22901
304,122 BRANDYWINE,Charlottesville,VA,22901
305,1220 HOLMES B,Charlottesville,VA,22901
306,1220 SEMINOLE,Charlottesville,VA,22901
307,1221 AGNESE,Charlottesville,VA,22901
308,1222 RAINTREE,Charlottesville,VA,22901
309,1222 SMITH B,Charlottesville,VA,22901
310,1222 SMITH D,Charlottesville,VA,22901
311,1222 SMITH G,Charlottesville,VA,22901
312,1223 PARK A1,Charlottesville,VA,22901
313,1223 PARK A-2,Charlottesville,VA,22901
314,1224 Agnese,Charlottesville,VA,22901
315,1224 RIVER VISTA,Charlottesville,VA,22901
316,1224 SMITH A,Charlottesville,VA,22901
317,1224 SMITH B,Charlottesville,VA,22901
318,1224 SMITH G,Charlottesville,VA,22901
319,1225 AGNESE,Charlottesville,VA,22901
320,1225 BELLEVIEW,Charlottesville,VA,22901
321,1225 PARK B3,Charlottesville,VA,22901
322,1225 PARK B-3,Charlottesville,VA,22901
323,1225 PARK B4,Charlottesville,VA,22901
324,1225 PARK D3,Charlottesville,VA,22901
325,1226 BELLEVIEW,Charlottesville,VA,22901
326,1226 BELLEVIEW A,Charlottesville,VA,22901
327,1226 Belleview C,Charlottesville,VA,22901
328,1227 AGNESE,Charlottesville,VA,22901
329,1227 PARK 4,Charlottesville,VA,22901
330,123 TURTLE CREEK 5,Charlottesville,VA,22901
331,1230 HOLMES,Charlottesville,VA,22901
332,1230 RIVER,Charlottesville,VA,22901
333,1232 HOLMES,Charlottesville,VA,22901
334,1238 HOLMES,Charlottesville,VA,22901
335,124 Middlesex B,Charlottesville,VA,22901
336,1240 HOLMES,Charlottesville,VA,22901
337,1240 SEMINOLE,Charlottesville,VA,22901
338,1241 HOLMES,Charlottesville,VA,22901
339,1242 HOLMES,Charlottesville,VA,22901
340,1245 HOLMES,Charlottesville,VA,22901
341,1245 SEMINOLE,Charlottesville,VA,22901
342,1248 HOLMES,Charlottesville,VA,22901
343,1249 Seminole,Charlottesville,VA,22901
344,125 MIDDLESEX B,Charlottesville,VA,22901
345,127 TURTLE CREEK 8,Charlottesville,VA,22901
346,1278 KENWOOD,Charlottesville,VA,22901
347,1280 PEN PARK,Charlottesville,VA,22901
348,1284 Kenwood,Charlottesville,VA,22901
349,1287 Kenwood,Charlottesville,VA,22901
350,1288 KENWOOD,Charlottesville,VA,22901
351,129 BLITHE,Charlottesville,VA,22901
352,1295 SEMINOLE,Charlottesville,VA,22901
353,1296 KENWOOD,Charlottesville,VA,22901
354,130 BRANDYWINE,Charlottesville,VA,22901
355,130 TURTLE CREEK 1,Charlottesville,VA,22901
356,130 TURTLE CREEK 7,Charlottesville,VA,22901
357,1300 BELLEVIEW,Charlottesville,VA,22901
358,1300 JOHN W WARNER East,Charlottesville,VA,22901
359,1300 LESTER,Charlottesville,VA,22901
360,1300 PEN PARK,Charlottesville,VA,22901
361,1301 LESTER,Charlottesville,VA,22901
362,1304 CARTER,Charlottesville,VA,22901
363,1305 BELLEVIEW A,Charlottesville,VA,22901
364,1305 LONG,Charlottesville,VA,22901
365,1305 LONG 4,Charlottesville,VA,22901
366,1308 LESTER,Charlottesville,VA,22901
367,1309 Lester,Charlottesville,VA,22901
368,1310 Carter,Charlottesville,VA,22901
369,1310 GROVE,Charlottesville,VA,22901
370,1310 LESTER,Charlottesville,VA,22901
371,1310 RIVER B,Charlottesville,VA,22901
372,1312 SYCAMORE,Charlottesville,VA,22901
373,1312 WIMBLEDON,Charlottesville,VA,22901
374,1313 CARTER,Charlottesville,VA,22901
375,1313 LONG,Charlottesville,VA,22901
376,1314 KENWOOD,Charlottesville,VA,22901
377,1315 Long,Charlottesville,VA,22901
378,1316 GROVE,Charlottesville,VA,22901
379,1317 KENWOOD,Charlottesville,VA,22901
380,1318 OAK TREE,Charlottesville,VA,22901
381,1319 GROVE,Charlottesville,VA,22901
382,132 TURTLE CREEK 4,Charlottesville,VA,22901
383,1320 BRANCHLANDS,Charlottesville,VA,22901
384,1320 BRANCHLANDS 3J,Charlottesville,VA,22901
385,1321 LONG,Charlottesville,VA,22901
386,1321 LONG 100,Charlottesville,VA,22901
387,1323 DABNEY,Charlottesville,VA,22901
388,1323 KENWOOD,Charlottesville,VA,22901
389,133 HESSIAN HILLS 2,Charlottesville,VA,22901
390,1331 RIO East,Charlottesville,VA,22901
391,1341 Long,Charlottesville,VA,22901
392,135 HESSIAN HILLS 3,Charlottesville,VA,22901
393,135 SEMINOLE,Charlottesville,VA,22901
394,135 Seminole Ct,Charlottesville,VA,22901
395,135 WOODGATE 1B,Charlottesville,VA,22901
396,1356 RIVER,Charlottesville,VA,22901
397,139 HESSIAN HILLS 1,Charlottesville,VA,22901
398,139 ZAN,Charlottesville,VA,22901
399,140 WOODLAKE,Charlottesville,VA,22901
400,1400 Block Melbourne,Charlottesville,VA,22901
401,1400 LESTER,Charlottesville,VA,22901
402,1400 Melborne,Charlottesville,VA,22901
403,1400 MELBOURNE,Charlottesville,VA,22901
404,1400 MELBOURNE D424,Charlottesville,VA,22901
405,1400 PEN PARK,Charlottesville,VA,22901
406,1402 LESTER,Charlottesville,VA,22901
407,1404 HOLLY,Charlottesville,VA,22901
408,1404 MINOR RIDGE,Charlottesville,VA,22901
409,1404 RIVER,Charlottesville,VA,22901
410,1405 HOLLY A,Charlottesville,VA,22901
411,1406 HOLLY,Charlottesville,VA,22901
412,1407 LEHIGH,Charlottesville,VA,22901
413,1409 MELBOURNE,Charlottesville,VA,22901
414,141 GREEN TURTLE,Charlottesville,VA,22901
415,1410 HOLLY,Charlottesville,VA,22901
416,1410 TREESDALE PARK,Charlottesville,VA,22901
417,1412 LESTER,Charlottesville,VA,22901
418,1414 SACHEM,Charlottesville,VA,22901
419,1419 GROVE,Charlottesville,VA,22901
420,1423 GROVE,Charlottesville,VA,22901
421,1426 GROVE,Charlottesville,VA,22901
422,1430 KENWOOD,Charlottesville,VA,22901
423,1435 Kennwood Lane,Charlottesville,VA,22901
424,1435 KENWOOD,Charlottesville,VA,22901
425,1439 KENWOOD,Charlottesville,VA,22901
426,1443 GROVE,Charlottesville,VA,22901
427,1444 GROVE,Charlottesville,VA,22901
428,1448 GROVE,Charlottesville,VA,22901
429,1460 MINOR RIDGE,Charlottesville,VA,22901
430,1467 GLENSIDE,Charlottesville,VA,22901
431,1500 EMMET North,Charlottesville,VA,22901
432,1500 GROVE,Charlottesville,VA,22901
433,1500 HYDRAULIC,Charlottesville,VA,22901
434,1500 HYDRAULIC RD,Charlottesville,VA,22901
435,1501 KENWOOD,Charlottesville,VA,22901
436,1502 Bunker Hill,Charlottesville,VA,22901
437,1502 HOLLY,Charlottesville,VA,22901
438,1506 DealMead Lane B,Charlottesville,VA,22901
439,1506 GROVE,Charlottesville,VA,22901
440,1506 Melbourne Road,Charlottesville,VA,22901
441,1509 KENWOOD,Charlottesville,VA,22901
442,151 MCINTIRE PARK,Charlottesville,VA,22901
443,151 WHITEWOOD 10,Charlottesville,VA,22901
444,1511 WESTFIELD,Charlottesville,VA,22901
445,1516 BIRNAM,Charlottesville,VA,22901
446,1516 WESTFIELD RD @ WYNRIDGE,Charlottesville,VA,22901
447,152 BRANDYWINE,Charlottesville,VA,22901
448,1530 TREESDALE PARK 36,Charlottesville,VA,22901
449,154 BRANDYWINE,Charlottesville,VA,22901
450,155 IVY RIDGE,Charlottesville,VA,22901
451,1552 SEMINOLE,Charlottesville,VA,22901
452,157 HESSIAN HILLS 3,Charlottesville,VA,22901
453,1574 RIO East,Charlottesville,VA,22901
454,1581 RIO East,Charlottesville,VA,22901
455,1600 CEDAR HILL,Charlottesville,VA,22901
456,1600 EMMET North,Charlottesville,VA,22901
457,1600 EMMET North 303,Charlottesville,VA,22901
458,1600 EMMET North 305,Charlottesville,VA,22901
459,1600 EMMET North 315,Charlottesville,VA,22901
460,1600 EMMET North 321,Charlottesville,VA,22901
461,1600 EMMET North 410,Charlottesville,VA,22901
462,1600 Emmett,Charlottesville,VA,22901
463,1600 Emmett North,Charlottesville,VA,22901
464,1600 MEADOWBROOK HEIGHTS,Charlottesville,VA,22901
465,1600 North emmet,Charlottesville,VA,22901
466,1600 RIO East,Charlottesville,VA,22901
467,1601 EARLYSVILLE,Charlottesville,VA,22901
468,1601 RIO HILL 201,Charlottesville,VA,22901
469,1604 JAMESTOWN,Charlottesville,VA,22901
470,1605 CEDAR HILL,Charlottesville,VA,22901
471,1605 CEDAR HILL A,Charlottesville,VA,22901
472,1606 RICKY,Charlottesville,VA,22901
473,1607 GROVE,Charlottesville,VA,22901
474,1607 JAMESTOWN,Charlottesville,VA,22901
475,1607 ST ANNES,Charlottesville,VA,22901
476,1608 GROVE,Charlottesville,VA,22901
477,1608 JAMESTOWN,Charlottesville,VA,22901
478,1608 KEITH VALLEY,Charlottesville,VA,22901
479,1609 MEADOWBROOK HEIGHTS,Charlottesville,VA,22901
480,1609 ST ANNES,Charlottesville,VA,22901
481,1609 St. Annes,Charlottesville,VA,22901
482,161 WHITEWOOD 2,Charlottesville,VA,22901
483,1610 Emmet,Charlottesville,VA,22901
484,1610 EMMET North,Charlottesville,VA,22901
485,1610 EMMET North 117,Charlottesville,VA,22901
486,1610 EMMET North 124,Charlottesville,VA,22901
487,1610 EMMET North 142,Charlottesville,VA,22901
488,1610 EMMET North 200,Charlottesville,VA,22901
489,1610 EMMET North 219,Charlottesville,VA,22901
490,1610 EMMET North 303,Charlottesville,VA,22901
491,1610 EMMET North 315,Charlottesville,VA,22901
492,1610 EMMET North 317,Charlottesville,VA,22901
493,1610 EMMET North 330,Charlottesville,VA,22901
494,1610 EMMET North 334,Charlottesville,VA,22901
495,1610 Emmett 334,Charlottesville,VA,22901
496,1610 North Emmet 335,Charlottesville,VA,22901
497,1610 RICKY,Charlottesville,VA,22901
498,1611 JAMESTOWN,Charlottesville,VA,22901
499,1611 RICKY B,Charlottesville,VA,22901
500,1611 RIO HILL 302,Charlottesville,VA,22901
501,1613 KING MOUNTAIN,Charlottesville,VA,22901
502,1613 RICKY,Charlottesville,VA,22901
503,1613 RICKY A,Charlottesville,VA,22901
504,1613 RICKY B,Charlottesville,VA,22901
505,1614 KING MOUNTAIN,Charlottesville,VA,22901
506,1615 CEDAR HILL,Charlottesville,VA,22901
507,1615 EMMET North,Charlottesville,VA,22901
508,1615 KEITH VALLEY,Charlottesville,VA,22901
509,1616 Grove Rd,Charlottesville,VA,22901
510,1616 KENWOOD,Charlottesville,VA,22901
511,1616 RICKY,Charlottesville,VA,22901
512,1617 CRENSHAW,Charlottesville,VA,22901
513,1617 EMMET North,Charlottesville,VA,22901
514,1617 KING MOUNTAIN,Charlottesville,VA,22901
515,1617 North Emmet,Charlottesville,VA,22901
516,1617 ST ANNES,Charlottesville,VA,22901
517,1618 BRANDYWINE,Charlottesville,VA,22901
518,1618 KENWOOD,Charlottesville,VA,22901
519,1618 ST ANNES,Charlottesville,VA,22901
520,1619 KENWOOD,Charlottesville,VA,22901
521,1619 KING MOUNTAIN,Charlottesville,VA,22901
522,1620 Brandywine,Charlottesville,VA,22901
523,1620 KEITH VALLEY,Charlottesville,VA,22901
524,1621 EMMET North,Charlottesville,VA,22901
525,1622 BRANDYWINE,Charlottesville,VA,22901
526,1623 CONCORD,Charlottesville,VA,22901
527,1623 ST ANNES,Charlottesville,VA,22901
528,1625 CONCORD,Charlottesville,VA,22901
529,1625 COUNTRY CLUB,Charlottesville,VA,22901
530,1626 CONCORD,Charlottesville,VA,22901
531,1628 BRANDYWINE,Charlottesville,VA,22901
532,1628 KEITH VALLEY,Charlottesville,VA,22901
533,1629 BRANDYWINE,Charlottesville,VA,22901
534,1630 BRANDYWINE,Charlottesville,VA,22901
535,1630 ST ANNES,Charlottesville,VA,22901
536,1631 Brandywine,Charlottesville,VA,22901
537,1636 SEMINOLE,Charlottesville,VA,22901
538,1637 BRANDYWINE,Charlottesville,VA,22901
539,1639 RIO East,Charlottesville,VA,22901
540,1641 BRANDYWINE,Charlottesville,VA,22901
541,1642 RIO HILL 201,Charlottesville,VA,22901
542,1644 RIO HILL 302,Charlottesville,VA,22901
543,1644 ST ANNES,Charlottesville,VA,22901
544,1645 BRANDYWINE,Charlottesville,VA,22901
545,1645 RIO HILL 102,Charlottesville,VA,22901
546,1647 BRANDYWINE,Charlottesville,VA,22901
547,1648 RIO HILL 201,Charlottesville,VA,22901
548,1650 BRANDYWINE,Charlottesville,VA,22901
549,1658 OLD BROOK,Charlottesville,VA,22901
550,1659 BRANDYWINE,Charlottesville,VA,22901
551,166 GEORGETOWN,Charlottesville,VA,22901
552,1661 BRANDYWINE,Charlottesville,VA,22901
553,1661 ROBIN HILL,Charlottesville,VA,22901
554,1662 BRANDYWINE,Charlottesville,VA,22901
